ISO_639,Language_Name,Print_Name,In_Script,Romanization
kca,Khanty,ханты ясаң,T,hantĩ jasaň
kcg,Tyap,Tyap,,
kck,Kalanga,Tjikalanga,,
kcn,Nubi,Rutan Nubi,,
kcq,Kamo,Ma,,
kde,Makonde,Chimakonde,,
kdf,Mamusi,Mamusi,,
kdh,Tem,Tem,,
kdi,Kumam,Kumam,,
kdj,Ng'akarimojong,ŋaKarimojoŋ,,
kdl,Tsikimba,Tsikimba,,
kdn,Kunda,Mu Chikunda,,
kdr,Karaim,Karaj Tili,,
kdt,Kuay,กวย,T,Kuay
kdt,Kuay,กูย,T,Kuuy
kea,Kabuverdianu,Kabuverdianu,,
kea,Kabuverdianu,Kriol,,
keh,Mevembet,Mevembet,,
kek,Qꞌeqchiꞌ,Qꞌeqchiꞌ,,
kel,Kela,Ikela,,
kem,Kemak,Ema,,
ken,Kenyang,Kɛnyaŋ,,
keo,Kakwa,Kakuwâ,,
ker,Kera,Keera,,
ket,Ket,остыганна ка’,T,Ostyganna ka’
keu,Akebu,Kǝkpǝǝ-kǝ,,
kew,"Kewapi, West",Adaa Agaa,,
kex,Kukna,कुक्णा,T,Kukana
kez,Kukele,Kukele,,
kfa,Kodava,ಕೊಡವ,T,Kodava
kfb,"Kolami, Northwestern",कोलामी,T,Kolami
kfc,Konda-Dora,కొండ,T,Konda
kff,Koya,Koya,,
kff,Koya,कोया,T,Koya
kff,Koya,కోయ,T,Koya
kfi,"Kurumba, Kannada",கன்னட,T,Kannada
kfk,Kinnauri,किन्नौरी,T,Kinnauri
kfp,Korwa,कोड़वा,T,Kodava
kfq,Korku,कोर्कू,T,Korku
kfr,Kacchi,કચ્છી,T,Kacchi
kfs,Bilaspuri,बिलासपूरी,T,Bilāsapūrī
kfy,Kumaoni,कुमाँऊनी,T,Kumaaũũnii
kfz,Koromfé,Koromfe,,
kgj,"Kham, Gamal",गामाले खाम,T,gamale kham
kgo,Krongo,Niino mo-di,,
kgr,Abun,Abun,,
kha,Khasi,Khasi,,
khb,Lü,ᦅᧄᦺᦑᦟᦹᧉ,T,Kam Tai Lue
khb,Lü,ᦺᦑ ᦟᦹᧉ,T,Dai Lue
khe,Korowai,Kolufo Aup,,
khk,"Mongolian, Halh",Монгол хэл,T,Mongol khel
khm,Khmer,ខ្មែរ,T,Khmer
khn,Khandesi,खान्देशी,T,Khandeshi
khr,Kharia,Khaɽiyā,,
khs,Kasua,Kasua,,
kht,Khamti,လိꩱ့်တဲးၵမ်းတီ,T,Tai Khamti
khu,Nkumbi,Ocinkumbi,,
khw,Khowar,کھووار,T,Khowar
kia,Kim,Garab,,
kib,Koalib,Kwɐ̀ɐlîp,,
kic,Kickapoo,Kikapú,,
kik,Gikuyu,Gĩgĩkũyũ,,
kim,Karagas,тоъфа дыл,T,tofa dyl
kin,Kinyarwanda,Ikinyarwanda,,
kio,Kiowa,Cáuijògà,,
kip,"Kham, Sheshi",शेषी पाङ,T,Sheshi Paang
kir,Kyrgyz,кыргыз тили,T,Kyrgyz tili
kir,Kyrgyz,кыргызча,T,Kyrgyzcha
kiu,"Zazaki, Northern",Kırmancki,,
kiu,"Zazaki, Northern",So-Bê,,
kiu,"Zazaki, Northern",Zonê Ma,,
kix,"Naga, Khiamniungan",Khiamniungan,,
kiz,Kisi,Kikɨsi,,
kjb,Q'anjob'al,Q'anjob'al,,
kjc,"Konjo, Coastal",Konjo,,
kje,Kisar,Yotowawa,,
kjg,Khmu,Kmhmu',,
kjg,Khmu,ກຶມຫມຸ,T,Kmhmu'
kjh,Khakas,Хакас тілі,T,Xakas tili
kjj,Khinalugh,Kətşi Miż,,
kjl,"Kham, Western Parbate",खाम,T,kham
kjo,"Kinnauri, Pahari",किनौरी पहाड़ी,T,Kinauri Phaadei
kjp,"Karen, Pwo Eastern",ဖၠုံ,T,Phlou
kjp,"Karen, Pwo Eastern",ဖၠုံယှိုဝ်,T,Phlou youw
kjs,"Kewapi, East",adaa agale,,
kkc,Odoodee,Odoodee,,
kki,Kagulu,Chikagulu,,
kki,Kagulu,Chimegi,,
kkj,Kako,Kakɔ,,
kkl,"Yale, Kosarek",Mek Kosarek,,
kko,Karko,Kakenbi,,
kkz,Kaska,Danezāgé’,,
klg,Tagakolu,Tagakolu,,
kli,Kalumpang,Kalumpang,,
klq,Rumu,Rumuhei,,
klr,Khaling,खा़ल ब्रा,T,Khaael braa
kls,Kalasha,Kal'as'amon,,
klt,Nukna,Nukna,,
klv,Maskelynes,nasorun ta Uluveu,,
klw,Tado,Tado,,
klx,Koluwawa,Koluwawa,,
kma,Konni,Kɔmɩŋ,,
kmb,Kimbundu,Kimbundu,,
kmc,"Dong, Southern",Lix Gaeml,,
kmg,Kâte,Kâte dâŋ,,
kmh,Kalam,Kalam,,
kmk,"Kalinga, Limos",Linimos,,
kmm,Kom,Kom-tong,,
kmo,Kwoma,Washkuk,,
kmp,Gimme,Gimma,,
kmq,Gwama,Gwama,,
kmq,Gwama,Ttwa Gwama,,
kmr,"Kurdish, Northern",Kurdî-Kurmancî,,
kmr,"Kurdish, Northern",Kurmancî,,
kms,Kamasau,Wand Tuan,,
kmt,Kemtuik,Kemtuik,,
kmu,Kanite,Kanite,,
kmv,Karipuna French Creole,Lanc-Patuá,,
kmw,Komo,Kikomo,,
kmz,Khorasani Turkish,خراسان تركچىسى,T,Xorasan Türkçesi
knb,"Kalinga, Lubuagan",Lilubuagen,,
knc,"Kanuri, Yerwa",Kanuri,,
knc,"Kanuri, Yerwa",Yerwa Kanuri,,
kne,Kankanaey,Kankanaey,,
knf,Mankanya,Uhula,,
kng,Koongo,Kikongo,,
knj,Akateko,K'anjob'al,,
knn,Konkani,कोंकणी,T,Konknni
kno,Kono,Kɔnɔ,,
knp,Kwanja,Kwànjâ,,
knv,Tabo,Tabo,,
knx,Kendayan,Kendayan,,
kny,Kanyok,Kanyok,,
knz,Kalamsé,Sàmó,,
koe,"Suri, Kacipo-Bale",Suri,,
kog,Kogi,Kaugiañ,,
koo,Konzo,Lhukonzo,,
kor,Korean,한국말,T,Hanguk-mal
kor,Korean,한국어,T,Hanguk-eo
kos,Kosraean,Kosrae,,
kot,Lagwan,Lagwan,,
koy,Koyukon,Denaakk'e,,
koy,Koyukon,Kenaakk’enaage,,
koz,Amako,Amako,,
kpc,Curripaco,Kurripako,,
kpg,Kapingamarangi,Kapingamarangi,,
kpg,Kapingamarangi,Kirinit,,
kpj,Karajá,Iny Rybe,,
kpm,Koho,Kơho,,
kpo,Ikposo,Ɩkpɔsɔ,,
kpr,Korafe-Yegha,Korafe-Yegha,,
kps,Tehit,Salo Tkoin,,
kps,Tehit,Tehit,,
kpv,Komi-Zyrian,Коми кыв,T,Komi kyv
kpw,Kobon,Kobon,,
kpy,Koryak,Нымылг’ын,T,Nymylg’yn
kpz,Kupsapiiny,Kupsapiiny,,
kqb,Kovai,Alngubin,,
kqc,Doromu-Koki,Doromu ago,,
kqc,Doromu-Koki,Doromu-Koki,,
kqe,Kalagan,Kagan,,
kqe,Kalagan,Kalagan,,
kqf,Kakabai,Kakabai,,
kqi,Koita,Koita,,
kqn,Kaonde,kiiKaonde,,
kqp,Kimré,Gawra,,
kqr,Kimaragang,Kimaragang,,
kqs,"Kissi, Northern",Kisi,,
kqw,Kandas,Kandas,,
kqy,Koorete,Koorete,,
krc,Karachay-Balkar,Къарачай-Малкъар тил,T,Qaraçay-Malqar til
krc,Karachay-Balkar,Таулу тил,T,Tawlu til
kre,Panará,Panãra pẽẽ,,
kri,Krio,Krio,,
krj,Kinaray-a,Kinaray-a,,
krr,Krung,គ្រឹង,T,kreung
krs,Gbaya,Gbäyä,,
kru,Kurux,कुड़ुख़,T,Kudukh
krx,Karon,Kuloonaay,,
ksb,Shambala,Kishambaa,,
ksc,"Kalinga, Southern",Kinalingka,,
ksd,Kuanua,Tinata Tuna,,
ksf,Bafia,Rikpa,,
ksh,Ripuarian,Kölsch,,
ksj,Uare,Uare,,
ksp,Kabba,Kabba,,
ksr,Borong,Boroŋ,,
kst,Winyé,Winɩ́ɛ,,
ksw,"Karen, S'gaw",ပှၤကညီဖိ,T,Sgaw
ksz,Kodaku,कोड़ाकु,T,Kodaku
ktb,Kambaata,Kambaatissata,,
ktj,"Krumen, Plapo",Plaawin,,
ktm,Kurti,Kurti,,
kto,Kuot,Kuot,,
ktu,Kituba,Kikongo ya leta,,
ktu,Kituba,Kikongo,,
ktu,Kituba,Kituba,,
ktz,Juǀ'hoansi,Juǀ'hoansi,,
kua,Oshiwambo,Oshikwanyama,,
kua,Oshiwambo,Oshiwambo,,
kub,Kutep,Kuteb,,
kud,'Auhelawa,'Auhelawa,,
kue,Kuman,Kuman,,
kuh,Kushi,Fo Goji,,
kuj,Kuria,Igikuria,,
kum,Kumyk,Къумукъ,T,Qumuq
kun,Kunama,Kunama,,
kus,Kusaal,Kʋsaal,,
kut,Kutenai,Ktunaxa,,
kuu,"Kuskokwim, Upper",Dinakʼi,,
kvg,Kuni-Boazi,Kuni-Boazi,,
kvl,Kayaw,Kayaw,,
kvn,"Kuna, Border",Tule,,
kvo,Dobel,Dobel,,
kvv,Kola,Kola,,
kvx,"Koli, Parkari",پارڪرِي,T,Parkari
kwd,Kwaio,Kwaio,,
kwe,Kwerba,Kwerba,,
kwf,Kwara'ae,Kwara'ae,,
kwg,"Kaba Démé, Sara",Sara Kaba Ɗem,,
kwg,"Kaba Démé, Sara",Ɗem,,
kwi,Awa-Cuaiquer,Awapit,,
kwj,Kwanga,Kwanga,,
kwk,Kwakwala,Kwakwala,,
kwm,Kwambi,Oshikwambi,,
kwn,Kwangali,Rukwángali,,
kwo,Kwomtari,Glefe,,
kws,Kwese,Gikwezo,,
kws,Kwese,Gikwezu,,
kwu,Kwakum,Kwakum,,
kwv,"Kaba Naa, Sara",Naa,,
kwv,"Kaba Naa, Sara",Sara Kaba Naa,,
kwy,Kikongo,Kikongo,,
kxa,Kairiru,Kairiru,,
kxc,Konso,Afaa Xonso,,
kxc,Konso,አፈ ኾንሶ,T,äfä honəso
kxd,Brunei,Brunei,,
kxd,Brunei,Melayu Brunei,,
kxd,Brunei,ملايو بروني,T,Melayu Brunei
kxf,Kawyaw,Kawyaw,,
kxi,"Murut, Keningau",Keningau Murut,,
kxm,"Khmer, Northern",เขมรถิ่นไทย,T,khmĕ :n thìn thai
kxv,Kuvi,కువి,T,Kuvi
kxw,Konai,Kala̱i̱,,
kxz,Kerewo,Kerewo,,
kya,Kwaya,Ekikwaya,,
kyb,"Kalinga, Butbut",Butbut Kalinga,,
kyc,Kyaka,Kyaka,,
kye,Krache,Kaakye,,
kyf,Kouya,Sɔkɔwɛlɩ,,
kyj,Karao,Karao,,
kyk,Kamayo,Kinamayo,,
kyq,Kenga,Taar Cɛŋɛ,,
kyu,"Kayah, Western",ကယားလီ,T,Kayahli
kyx,Rapoisi,Rapoisi,,
kyz,Kayabí,Kawaiwete,,
kzc,"Kulango, Bondoukou",Kolango,,
kze,Kosena,Kóséna,,
kzf,"Kaili, Da'a",Basa Da'a,,
kzi,Kelabit,Kelabit,,
kzn,Kokola,iKokola,,
kzr,Karang,Karaŋ,,
kzr,Karang,Nzak karaŋ,,
laa,"Subanen, Southern",Sinubanen,,
lac,Lacandon,Jach-t'aan,,
lad,Ladino,גﬞודיאו־איספאנייול,T,Djudeo-espanyol
lad,Ladino,לאדינו,T,Ladino
lag,Rangi,Kɨlaangi,,
lai,Lambya,ChiLambya,,
laj,Lango,Lëblango,,
lam,Lamba,ChiLamba,,
lam,Lamba,IchiLamba,,
lao,Lao,ພາສາລາວ,T,Phasa Lao
las,Lama,Lama,,
lat,Latin,Latina,,
lbb,Label,Label,,
lbe,Lak,лакку маз,T,Lakku maz
lbj,Ladakhi,ལ་དྭགས་ཀྱི་སྐད།,T,Ladaks skat
lbn,Rmeet,Rmeet,,
lbq,Wampar,Dzob Wampar,,
lbq,Wampar,Wampar,,
lbr,Lohorung,लोहोरुङ्,T,Lōhōruṅ
lbw,Tolaki,Tolaki,,
lch,Luchazi,Chiluchazi,,
lcm,Tungag,Tungag,,
lcp,"Lawa, Western",ละเวือะ,T,Lawa
ldb,Duya,Dũya,,
ldb,Duya,Idṹ,,
leb,Lala-Bisa,Chilala,,
led,Lendu,Bbaledha,,
lee,Lyélé,Lyélé,,
lef,Lelemi,Lɛlɛmi,,
leh,Lenje,Chilenje,,
lem,Nomaande,Nɔmaándɛ́,,
lew,"Kaili, Ledo",Kaili-Ledo,,
lex,Luang,Lteri Lgona,,
lez,Lezgi,лезги чӏал,T,Lezgi ҫ̇al
lez,Lezgi,лезги,T,Lezgi
lfa,Lefa,Lɨfa’,,
lga,Lungga,Luqa,,
lgg,Lugbara,Lʉgbara tɨ,,
lgl,Wala,Wala,,
lgn,Opo,T'apo,,
lgn,Opo,T'azita,,
lgo,Lango,Lango,,
lgq,Logba,Ikpana,,
lgr,Lengo,Doku,,
lgu,Longgu,Logu,,
lhi,Lahu Shi,Lad hur Si,,
lhm,Lhomi,ल्होमी,T,Lhomi
lhu,Lahu,Laˇhuˍ,,
lia,"Limba, West-Central",Hulimba ha,,
lid,Nyindrou,Nyindrou,,
lif,Limbu,यक्थुङ्पन,T,Yaakthung Paahn
lif,Limbu,ᤕᤠᤰᤌᤢᤱ ᤐᤠᤴ,T,Yakthung Paan
lih,Lihir,Lihir,,
lij,Ligurian,Ligure,,
lik,Lika,Liliko,,
lim,Limburgish,Lèmburgs,,
lin,Lingala,Lingala,,
lip,Sekpele,Sɛkpɛlé,,
liq,Libido,Libido,,
lir,Liberian English,Koloqua,,
lis,Lisu,Lisu,,
lis,Lisu,ꓡꓲ-ꓢꓴ,T,Li-su
lit,Lithuanian,Lietuviškai,,
lit,Lithuanian,Lietuvių kalba,,
liv,Liv,Livõ kēļ,,
liv,Liv,Rāndakēļ,,
liy,Banda-Bambari,Banda,,
lkb,Lukabaras,Lukabaras,,
lkn,Lakon,Lakon,,
lko,Olukhayo,Olukhayo,,
lkr,Päri,Dhi-Pari,,
lks,Olushisa,Olushisa,,
lkt,Lakota,Lakhótiya,,
lkt,Lakota,Lakȟótiyapi,,
llb,Lolo,iLolo,,
llg,Lole,Rote Lole,,
lln,Lele,Lele,,
llp,"Efate, North",Nakanamanga,,
llu,Lau,Lau,,
lmd,Lumun,Lumun,,
lmk,Lamkang,Lamkaang,,
lml,Hano,Hano,,
lml,Hano,Nonda,,
lmn,Lambadi,బంజార,T,Banjara
lmo,Lombard,Lombard,,
lmp,Limbum,Limbùm,,
lnd,Lundayeh,Buri' Lun Bawang,,
lnd,Lundayeh,Buri' Lun Dayeh,,
lns,Lamnsoʼ,Lǎm Nsoʼ,,
loa,Loloda,Lolodaka,,
lob,Lobi,'Lobiire,,
log,Logo,Lògòti,,
loh,Laarim,Laarim,,
lok,Loko,Landogo,,
lol,Mongo-Nkundu,Lɔmɔngɔ,,
lom,Loma,Löghömàgòòi,,
lom,Loma,Löömàgòòi,,
loq,Lobala,Loɓala,,
lor,Téén,Téén,,
lot,Otuho,Otuho,,
lou,Louisiana Creole,Kouri-Vini,,
loy,Lhowa,ॱलोकेक,T,ᴴlokek
loz,Lozi,siLozi,,
lpx,Lopit,Hutuk na Lopit,,
lra,"Bakati', Rara",Rara Bakati',,
lrc,"Luri, Northern",زۊن لٛوْری,T,Zön łôrī
lrg,Laragia,Gulumoerrgin,,
lri,Olumarachi,Olumarachi,,
lrm,Olumarama,Olumarama,,
lro,Laro,Laru,,
lsi,Lacid,Lachit,,
lsi,Lacid,Lacid,,
lsm,Saamya-Gwe,Lusaamya-Lugwe,,
lsm,Saamya-Gwe,Ólusaamya,,
ltg,Latgalian,Latgališu,,
lth,Thur,Lëb Thur,,
lto,Olutsotso,Olutsotso,,
lts,Lutachoni,Lutachoni,,
ltz,Luxembourgish,Lëtzebuergesch,,
lua,Luba-Kasai,Ciluba,,
lua,Luba-Kasai,Tshiluba,,
lub,Luba-Katanga,Kiluba,,
luc,Aringa,Ãrị̃ngã tị,,
lud,Ludian,Lüüdikiel,,
lue,Luvale,Chiluvale,,
lue,Luvale,Luvale,,
lug,Ganda,Luganda,,
lui,Luiseño,Cham'teela,,
lul,Olu'bo,Ọ́lụ́ꞌbọ́ Tị,,
lun,Lunda,chiLunda,,
luo,Dholuo,Dholuo,,
lup,Lumbu,Ilumbu,,
lus,Mizo,Mizo,,
lut,Lushootseed,dxʷləšucid,,
luz,"Luri, Southern",لُرِىْ بُزُ رْگْ,T,Lorī-a bozorg
lvk,Lavukaleve,Lavukaleve,,
lvs,"Latvian, Standard",Latviešu valoda,,
lvs,"Latvian, Standard",Latviski,,
lwg,Oluwanga,Oluwanga,,
lwl,"Lawa, Eastern",ละเวือะ,T,Lawa
lwo,Luwo,dhe Luuo,,
lww,Lewo,Lewo,,
lzh,"Chinese, Classical",古文,T,gǔwén
lzh,"Chinese, Classical",文言,T,wényán
lzz,Laz,Lazuri,,
maa,"Mazatec, San Jerónimo Tecóatl",ꞌÉn-ná,,
mad,Madura,Basa Mathura,,
maf,Mafa,Mafa,,
mag,Magahi,मगही,T,magahī
mai,Maithili,मैथिली,T,Maithilī
maj,"Mazatec, Jalapa de Díaz",Kinꞌekꞌatiya,,
maj,"Mazatec, Jalapa de Díaz",Ntaxjo̱,,
mak,Makasar,Basa Mangkasara',,
mal,Malayalam,മലയാളം,T,Malayāḷam
mam,Mam,Qyo:l,,
mam,Mam,Qyol Mam,,
mam,Mam,Yol Mam,,
maq,"Mazatec, Chiquihuitlán",Hne naja,,
maq,"Mazatec, Chiquihuitlán",Nne nangui ngaxni,,
mar,Marathi,मराठी,T,Marāṭhī
mas,Maasai,Maa,,
mas,Maasai,ɔl Maa,,
mau,"Mazatec, Huautla",Én‑ná,,
mav,Sateré-Mawé,Satere Mawe,,
maw,Mampruli,Ŋmampulli,,
maw,Mampruli,Ŋmampurili,,
max,"Malay, North Moluccan",Bahasa Pasar,,
maz,"Mazahua, Central",Jñatjo,,
mba,Higaonon,Higaunon,,
mbb,"Manobo, Western Bukidnon",Menuvù,,
mbc,Macushi,Makusi,,
mbd,"Manobo, Dibabawon",Dibabawon,,
mbf,"Malay, Baba",Peranakan,,
mbh,Mangseng,Mangseng,,
mbi,"Manobo, Ilianen",Menuvù,,
mbj,Nadëb,Nadëb,,
mbl,Maxakalí,Tikmũ'ũn Yĩy'ax,,
mbp,Sanka,Dʉmʉna,,
mbq,Maisin,Maisin,,
mbs,"Manobo, Sarangani",Menobò,,
mbt,"Manobo, Matigsalug",Matigsalug,,
mbz,"Mixtec, Amoltepec",Tnu'u Ñuu Savi,,
mca,Maka,Mak'á,,
mcb,Matsigenka,Matsigenka,,
mcc,Bitur,Bitur,,
mcd,Sharanahua,Sharanahuan tsain,,
mcf,Matses,Matses,,
mch,Maquiritari,Ye'kuana,,
mci,Mesem,Mese,,
mck,Mbunda,Chimbúùnda,,
mcm,Malaccan Portuguese Creole,Kristang,,
mcn,Masana,Massana,,
mco,"Mixe, Coatlán",Ayuc,,
mcp,Makaa,Məkaá,,
mcs,Mambai,dag ti Mambay,,
mcu,"Mambila, Cameroon",Jù Bà,,
mcw,Mawa,Maaw,,
mcx,Mpiemo,Mpyemɔ,,
mcz,Mawan,Mawan,,
mda,Mada,Mada,,
mde,Maba,Bura mabaŋ,,
mde,Maba,بُرَا مَبَݝْنُ,T,Buraa mabaŋnu
mde,Maba,لغة المبا,T,llughat almuba
mdf,Moksha,Мокшень кяль,T,Mokšenj kälj
mdh,Maguindanaon,Magindanawn,,
mdi,Mamvu,Tengo,,
mdj,Mangbetu,Nɛ́mangbɛtʉ,,
mdm,Mayogo,Madyɵgɵ,,
mdp,Mbala,Gimbala,,
mdv,"Mixtec, Santa Lucía Monteverde",Sasau,,
mdw,Mbosi,Embɔ́sí,,
mdx,Dizin,Diizi-nuog,,
mdx,Dizin,Diizin,,
med,Melpa,Melpa,,
meh,"Mixtec, Southwestern Tlaxiaco",Tu̱ꞌun káꞌánꞌ kájí,,
mej,Meyah,Meyah,,
men,Mende,Mɛnde yia,,
men,Mende,Mɛnde,,
meo,"Malay, Kedah",Pelat Utagha,,
meq,Merey,Mere,,
mer,Kimîîru,Kimîîru,,
met,Mato,Mato,,
meu,Motu,Motu,,
mev,Maan,Mã́ã́,,
mey,Hassaniyya,Hassaniyya,,
mey,Hassaniyya,حسانية‎‎,T,Ḥassānīya
mez,Menominee,Mamaceqtaw,,
mfa,"Malay, Pattani",ภาษายาวี,T,Baso Jawi
mfc,Mba,Mbanɨ,,
mfe,Morisyen,Kreol Morisien,,
mfg,Mogofin,Mɔgɔfin,,
mfh,Matal,Matal,,
mfi,Wandala,Wandala,,
mfm,Marghi South,Margi,,
mfo,Mbe,Mbe,,
mfq,Moba,Muaba,,
mfv,Mandjak,Manjáku,,
mfy,Mayo,Yorem Nokpo,,
mfz,Mabaan,Mabaan,,
mgc,Morokodo,Hɔ Morokodo,,
mgd,Moru,Kala Moru,,
mge,Mango,Mangɔ,,
mgg,Mpumpong,Mpumpoŋ,,
mgh,Makhuwa-Meetto,Imeetto,,
mgi,Migili,Lijili,,
mgo,Meta',Mɨta’,,
mgp,"Magar, Eastern",मगर ढुट,T,magar ḍhuṭ
mgq,Malila,Shɨmalɨla,,
mgr,Mambwe-Lungu,ichiMambwe,,
mgs,Manda,Kimanda,,
mgu,Magi,Magi,,
mgz,Mbugwe,Keemboowɛ,,
mhi,Ma'di,Mãꞌdí,,
mhk,Mungaka,Mʉ̀ngâkà,,
mhl,Mauwake,Mauwake,,
mhr,"Mari, Meadow",олык марий йылме,T,Olyk Marij jylme
mhr,"Mari, Meadow",олык марий,T,Olyk Marij
mhs,Buru,Buru,,
mhw,Mbukushu,Thimbukushu,,
mhx,Lhao Vo,Laungwaw,,
mhx,Lhao Vo,Lhaovo,,
mic,Mi'kmaq,L'nui'simk,,
mic,Mi'kmaq,Míkmawísimk,,
mie,"Mixtec, Ocotepec",Tūhun sāsávī,,
mif,Mofu-Gudur,Mey Mafaw,,
mif,Mofu-Gudur,Mey aŋgwa,,
mig,"Mixtec, San Miguel el Grande",Sahin sau,,
mih,"Mixtec, Chayuco",Tuhun savi,,
mil,"Mixtec, Peñoles",Tnúhu dàú,,
mim,"Mixtec, Alacatlatzala",To̱ꞌon sa̱vi̱,,
mio,"Mixtec, Pinotepa Nacional",Tuꞌun savi,,
mip,"Mixtec, Apasco-Apoala",Da'an davi,,
miq,Mískito,Mískitu,,
mir,"Mixe, Isthmus",Ayuuk,,
mit,"Mixtec, Southern Puebla",Da'an davi,,
miw,Akoye,Akoye,,
mix,"Mixtec, Mixtepec",Sa'an Savi Snuviko,,
mix,"Mixtec, Mixtepec",Sa'an savi,,
miy,"Mixtec, Ayutla",Tu̱n savi̱ꞌ Tu̱tyoo̱ꞌ,,
miz,"Mixtec, Coatzospan",Tuꞌun davi,,
mjc,"Mixtec, San Juan Colorado",Tu'un sav,,
mji,Kim Mun,Kem di mun,,
mji,Kim Mun,Kim Mun,,
mjl,Mandeali,मंडियाली,T,Mandiali
mjt,Sauria Paharia,सौरिया पहाड़िया,T,sauriya pahaadiya
mjw,Karbi,Arleng Alam,,
mjy,Mahican,Mã’eekaneeweexthowãakan,,
mjz,Majhi,माझी,T,Majhi
mkd,Macedonian,македонски јазик,T,makedonski jazik
mkd,Macedonian,македонски,T,Makedonski
mkf,Vune mi,Vune mi,,
mki,Dhatki,ڍاٽڪِي,T,Dhatki
mkj,Mokilese,Mokil,,
mkj,Mokilese,Mwoakilloa,,
mkl,Mokole,Ede-Mɔkɔle,,
mkn,"Malay, Kupang",Kupang,,
mks,"Mixtec, Silacayoapan",Tu̱hun ndáhví,,
mkw,Kituba,Kituba,,
mlf,Mal,Ma'di,,
mlf,Mal,Mal,,
mlk,Kiwilwana,Kiwilwana,,
mlr,Vame,Vamé,,
mls,Masalit,Kanaa Masarak,,
mls,Masalit,Masarak,,
mlt,Maltese,Malti,,
mlu,To'abaita,Toqabaqita,,
mlv,Mwotlap,No-hohole to-M̄otlap,,
mlw,Moloko,Ma Mǝloko,,
mmc,"Mazahua, Michoacán",Jñatjo,,
mmg,"Ambrym, North",Rral,,
mmg,"Ambrym, North",Tolongken,,
mmi,Hember Avu,Hember Avu,,
mmn,Minamanwa,Minamanwa,,
mmu,Numala,Numála,,
mmy,Migaama,Migaama,,
mna,Mbula,Mbula,,
mnb,Muna,Wuna,,
mne,Naba,Tar Melbene,,
mnf,Mundani,Ndɨ̧ Mundàni,,
mnh,Mono,Mɔnɔ,,
mni,Meitei,মৈতৈলোন্,T,Meiteilon
mnj,Munji,منجانی,T,Munjani
mnk,Mandinka,Mandi'nka kango,,
mns,Mansi,Ма̄ньси ла̄тыӈ,T,Māńsi łātyŋ
mns,Mansi,Маньси,T,Man'si
mnv,Rennell-Bellona,Te hegeunga a Mugaba ma Mugiki,,
mnw,Mon,ဘာသာ မန်,T,bharsar maan
mnx,Sougb,Sougb,,
moa,Mwan,Mwan,,
moe,Innu,Innu Aimun,,
moe,Innu,Innu,,
mog,Mongondow,Mongondow,,
moh,Mohawk,Kanien'kéha,,
mop,"Maya, Mopán",Maya Mopán,,
mor,Moro,Dhimorong,,
mos,Moore,Moore,,
mou,Mogum,Mogume,,
mov,Mohave,Macav Chukwar,,
mox,Molima,Molima,,
moy,Shekkacho,Shekki-noone,,
moz,Mukulu,Gergiko,,
mpa,Mpoto,Chimpoto,,
mpe,Majang,Ato Majangerongk,,
mpg,Marba,Marba,,
mpj,Martu Wangka,Martu Wangka,,
mps,Dadibi,Dadibi,,
mpt,Mian,Mian weng,,
mpx,Misima-Panaeati,Pana Misima,,
mpz,Mpi,ก้อ,T,Kaw
mpz,Mpi,มปี้,T,Mpi
mqb,Mbuko,Mbuko,,
mqj,Mamasa,Mamasa,,
mql,Mbelime,Mbɛlímɛ̀,,
mqm,"Marquesan, South",'Eo 'Enata,,
mqn,Moronene,Moronene,,
mqu,Mandari,Mundari,,
mqx,Mamuju,Mamuju,,
mra,Mlabri,มละบริ,T,Mlabri
mrd,"Magar, Western",मगर ढुट,T,magar ḍhuṭ
mrg,Mising,Mising,,
mrh,Mara,Mara Reih,,
mrh,Mara,Mara,,
mri,Maori,te reo Māori,,
mrj,"Mari, Hill",Кырык мары йӹлмӹ,T,Kyryk mary jÿlmÿ
mrj,"Mari, Hill",кырык мары,T,Kyryk mary
mrn,Cheke Holo,Cheke Holo,,
mrn,Cheke Holo,Holo,,
mro,Mru,Mru,,
mrq,"Marquesan, North",'Eo 'Enana,,
mrr,Maria,माडिया गोंड,T,Maadiya Gond
mrt,Marghi Central,Margi,,
mrv,Mangareva,Reo Magareva,,
mrw,Maranao,Maranao,,
mrw,Maranao,Meranao,,
msb,Masbatenyo,Masbatenyo,,
msb,Masbatenyo,Minasbate,,
msc,"Maninka, Sankaran",Sankaran,,
mse,Musey,Museyna,,
msh,"Malagasy, Masikoro",Masikoro Malagasy,,
msi,"Malay, Sabah",Bahasa Sabah,,
msk,Mansaka,Minansaka,,
msm,"Manobo, Agusan",Minanubu,,
msn,Vurës,Vurës,,
msw,Mansoanka,Suwa,,
msy,Aruamu,Aruamɨn Akam,,
mta,"Manobo, Cotabato",Kagi Cotabato Menubù,,
mta,"Manobo, Cotabato",Kagi Menubù,,
mtd,Mualang,Mualang,,
mtg,Una,Una,,
mti,Maiwa,Maiwa,,
mtj,Moskona,Moskona,,
mto,"Mixe, Totontepec",Ayöök,,
mtp,Weenhayek,'weenhayeklhayhi',,
mtp,Weenhayek,'weenhayeklhàmet,,
mtr,Mewari,मेवाड़ी,T,Mewadi
mtt,Mota,Mota,,
mtv,Asaro'o,Asarɨ’o,,
mua,Mundang,záá múndàŋ,,
mug,Musgu,Mulwi,,
muh,Mündü,Mündü,,
